first,second,first_origin,second_origin,outcome,motif,sound,intensity,first_potency,second_potency,first_duration,second_duration,first_range,second_range,replacement_aspect,blocks_first,blocks_second,mechanics
banish_darkness,time_shift,ARTIFACT,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banish_darkness,tracking_mark,ARTIFACT,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banish_darkness,vessel_possession,ARTIFACT,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banish_darkness,vitality_transfer,ARTIFACT,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banish_darkness,void_beam,ARTIFACT,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banish_darkness,ward_breaking_ritual,ARTIFACT,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banish_darkness,weather_sigil,ARTIFACT,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,banishment_circle,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,binding_sigil,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,blight_ground,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,breezy_bash,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,call_hollowed,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,call_radiant,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,celestial_ruin,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,chrono_stop,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,clone_swarm,SPELL,CRYSTAL,CANCEL,return_seal,rift_open,4,0.000,0.000,0.000,0.000,0.000,0.000,,true,true,Banishment returns POWERS-owned ephemeral clones.
banishment_circle,concealment_veil,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,consecrate_ground,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,controlled_hellfire,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,counterspell,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,covenant_chain,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,cozy_campfire,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,creativity_manifestation,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,dark_crystal,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,darkness_block,SPELL,REALM,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,dawnstride,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,daybreak_wave,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,dimensional_anchor,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,dispel,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,divine_decree,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,double_health,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,dreamwalking,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,elemental_blast,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,energy_beam,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,energy_drain,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,fireball,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,flight,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,forcefield,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,frost_nova,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,gravity_displacement,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,ground_slam,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,heaven_gate,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,hex,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,host_heaven,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,ice_manipulation,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,infernal_seal,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,inferno,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,invisibility,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,kinetic_ward,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,life_bloom,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,light_crystal,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,lightning_strike,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,middleworld,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,nightfall_dominion,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,plant_healing_acceleration,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,portal_rift,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,pure_light_block,SPELL,REALM,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,purification_circle,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,ritual_amplification,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,root_binding,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,sanctuary_growth,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,second_dawn,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,shadow_step,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,size_shift,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,solar_firmament,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,soul_compass,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,soul_link,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,space_time,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,speed_burst,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,starbound_dark_lightning,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,starbound_light_lightning,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,starfall,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,super_speed,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,telekinesis,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,thunderclap,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,time_freeze,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,time_shift,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,tracking_mark,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,vessel_possession,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,vitality_transfer,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,void_beam,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
banishment_circle,ward_breaking_ritual,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
banishment_circle,weather_sigil,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,binding_sigil,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,blight_ground,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,breezy_bash,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,call_hollowed,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,call_radiant,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,celestial_ruin,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,chrono_stop,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,clone_swarm,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,concealment_veil,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,consecrate_ground,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,controlled_hellfire,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,counterspell,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,covenant_chain,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,cozy_campfire,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,creativity_manifestation,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,dark_crystal,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,darkness_block,SPELL,REALM,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,dawnstride,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,daybreak_wave,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,dimensional_anchor,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,dispel,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,divine_decree,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,double_health,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,dreamwalking,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,elemental_blast,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,energy_beam,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,energy_drain,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,fireball,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,flight,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,forcefield,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,frost_nova,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,gravity_displacement,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,ground_slam,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,heaven_gate,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,hex,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,host_heaven,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,ice_manipulation,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,infernal_seal,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,inferno,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,invisibility,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,kinetic_ward,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,life_bloom,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,light_crystal,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,lightning_strike,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,middleworld,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,nightfall_dominion,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,plant_healing_acceleration,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,portal_rift,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,pure_light_block,SPELL,REALM,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,purification_circle,SPELL,SPELL,RESONATE,sealed_resonance,crystal_resonate,2,0.850,0.850,0.850,0.850,1.000,1.000,,false,false,Suppression fields reinforce while slightly damping one another.
binding_sigil,ritual_amplification,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,root_binding,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,sanctuary_growth,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,second_dawn,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,shadow_step,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,size_shift,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,solar_firmament,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,soul_compass,SPELL,SPELL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,soul_link,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,space_time,SPELL,CRYSTAL,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,speed_burst,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,starbound_dark_lightning,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,starbound_light_lightning,SPELL,ARTIFACT,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,starfall,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,super_speed,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
binding_sigil,telekinesis,SPELL,INNATE,DAMPEN,counter_sigils,rune_hum,2,1.000,0.550,1.000,0.550,1.000,1.000,,false,false,Suppression and action contest according to interaction priority.
